Name                                   IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
MA99BC-5-coarse-anm-00192.dat            1.25       0.624      0.0789      -0.162        3.11     -0.0716        0.22       0.319        6.15       0.807       0.401        0.76       0.431        6.13        3.91        3.21        3.88        3.02        0.62       0.933       0.727       0.666        0.96
MA99BC-5-coarse-anm-00193.dat            1.66      -0.699      -0.277       0.298        3.17         0.2       0.242       0.148        5.72        0.87       0.522       0.847       0.455        6.21        6.04        4.43        6.04        4.43       0.723       0.978       0.806       0.789        0.99
MA99BC-5-coarse-anm-00194.dat            1.54       -0.45       0.247      0.0649        3.12       0.193      0.0244      0.0632        5.84       0.837       0.492       0.807       0.393        6.27        4.33        3.41        4.29        3.75       0.724       0.962       0.806       0.767       0.977
MA99BC-5-coarse-anm-00195.dat            1.22     -0.0228      0.0484     -0.0252        2.83     -0.0297      -0.156       -0.25        6.02       0.821        0.43       0.783       0.432        5.65        4.05        2.86        4.05        2.86       0.597       0.935       0.709       0.658       0.966
MA99BC-5-coarse-anm-00196.dat            1.46      -0.265     -0.0335      -0.051         2.4       0.115     -0.0145      0.0146         5.6       0.889       0.607       0.876       0.391         4.7        3.92        3.65        3.91        3.64       0.849        0.99       0.897       0.886       0.995
MA99BC-5-coarse-anm-00197.dat            1.59       0.121      -0.147      0.0754        3.47     -0.0916    1.12e-17      -0.167        6.11       0.814       0.457       0.793       0.334        6.96         4.3        3.48        4.29        3.76       0.687       0.946       0.779       0.723       0.966
MA99BC-5-coarse-anm-00201.dat            1.31      -0.852      -0.219      -0.111        3.21       0.371      -0.448       -0.23        6.16       0.833       0.409       0.793       0.423        6.52        3.78        3.45        3.78        3.45       0.694       0.941       0.784       0.721       0.961
MA99BC-5-coarse-anm-00202.dat            1.06     -0.0276      -0.438     -0.0276        2.19     -0.0632       0.331    2.06e-17        5.93       0.818       0.483       0.792       0.402        4.33        3.86        2.46        3.86        2.46       0.602       0.946       0.713       0.677       0.976
MA99BC-5-coarse-anm-00203.dat           0.995     -0.0242      0.0513      -0.221        2.61       0.318       0.231        0.54        6.34       0.784       0.382       0.744       0.393        5.25        3.38        2.36        3.27        2.65       0.641       0.937       0.743       0.683       0.961
MA99BC-5-coarse-anm-00204.dat            1.24      -0.193     -0.0244      -0.183         2.8     -0.0992       0.211       0.367        5.83       0.824       0.443       0.791       0.424        5.69        4.27           3        4.26        3.13       0.636       0.949       0.739       0.698       0.974
MA99BC-5-coarse-anm-00205.dat           0.782        1.04       0.132      0.0662        2.42     -0.0477     0.00602      -0.148        6.46       0.727       0.323       0.648       0.482        4.86        4.36        1.86        4.35        1.93       0.419        0.85        0.56        0.49        0.94
MA99BC-5-coarse-anm-00207.dat           0.705      -0.457      -0.117       0.299        1.99      0.0577     -0.0148      -0.312         6.4       0.748       0.354       0.693       0.442           4        3.14         2.5        3.14         2.5       0.706       0.968       0.793       0.764       0.983
MA99BC-5-coarse-anm-00208.dat             1.2      -0.466        0.12      0.0303        2.39      0.0384     -0.0816       0.124        5.77       0.863       0.503       0.841       0.414        4.77        3.82        2.54        3.78         2.7       0.636       0.952       0.739       0.702       0.976
MA99BC-5-coarse-anm-00209.dat            1.17      -0.562      0.0711       0.224        4.99      -0.375      0.0474      -0.955        7.01       0.702       0.234       0.605       0.458          10         5.5        3.08        5.46        3.07       0.415       0.829       0.556        0.45       0.901
MA99BC-5-coarse-anm-00211.dat           0.969      -0.322     -0.0407      -0.153        1.92     -0.0092      -0.146       0.058        5.96       0.847       0.505       0.823       0.398        3.81        3.55        2.24        3.55        2.24       0.608       0.948       0.718       0.683       0.978
MA99BC-5-coarse-anm-00212.dat            1.06      -0.179      0.0708     -0.0905        2.86        0.16       -0.34       0.454        6.08        0.82       0.369       0.771       0.386        5.76        3.01        2.41        3.01        2.41       0.578       0.902       0.694       0.601       0.933
MA99BC-5-coarse-anm-00215.dat            1.14      -0.482       0.124       0.162        2.31      0.0667      0.0264     0.00451        5.85       0.853       0.492       0.826       0.401        4.65        3.37        2.69        3.04        3.06       0.813       0.969       0.871       0.835       0.981
MA99BC-5-coarse-anm-00219.dat           0.881       0.533       0.137     -0.0346        1.98      -0.202      0.0255      0.0128        5.86       0.871       0.445       0.841       0.428        3.97        2.81        2.25         2.8        2.33         0.7       0.961       0.788        0.75       0.977
MA99BC-5-coarse-anm-00220.dat            1.38      -0.961      -0.247        0.63        4.89     -0.0544       0.864      -0.343        6.63       0.746       0.282       0.657       0.443        9.81        4.64        3.48         4.6        3.23       0.481       0.854       0.614       0.495       0.899
MA99BC-5-coarse-anm-00222.dat            1.68      -0.231       -0.28      -0.171         3.5       0.165      0.0651      -0.214        6.07       0.799        0.48       0.773       0.387         6.8        6.01        5.43        6.01        5.43        0.85       0.993       0.897        0.89       0.996
MA99BC-5-coarse-anm-00223.dat            1.28       0.275      -0.332        0.14        3.23      -0.195      -0.183      -0.567        6.31       0.762       0.396        0.72       0.405        6.51        4.98        2.71        4.98        2.71       0.476       0.884        0.61       0.544       0.948
MA99BC-5-coarse-anm-00224.dat            1.19       -0.43        0.52      -0.267        2.87       0.303       0.285      -0.229        6.14       0.812       0.416       0.785       0.392        5.61        4.58        3.45        4.53        3.14       0.623       0.949        0.73       0.692       0.976
MA99BC-5-coarse-anm-00227.dat            1.26      0.0164       0.261      0.0849        2.98      -0.101       0.311      0.0841         6.2       0.783       0.421       0.755       0.364        5.89        4.46        3.19        4.46        3.19       0.622       0.946       0.729       0.686       0.972
MA99BC-5-coarse-anm-00230.dat           0.793      0.0146      -0.232      0.0757        1.77      0.0475       0.006      -0.121        5.72       0.866       0.447       0.835       0.424        3.55        2.75        1.91        2.74        1.85       0.595       0.938       0.707       0.662        0.97
MA99BC-5-coarse-anm-00233.dat           0.718      -0.724    8.86e-17      -0.186        1.75       0.104      -0.126      -0.135        6.03       0.801        0.41       0.768       0.429         3.5        2.78        1.87        2.77        1.82       0.584       0.936       0.699       0.654       0.969
MA99BC-5-coarse-anm-00237.dat            1.18      -0.973       -0.25    6.15e-17        3.42       0.264      -0.248    2.22e-17        6.32       0.771       0.345       0.708       0.445        6.99        4.32        2.54        4.32        2.54       0.462       0.866       0.598       0.512       0.928
MA99BC-5-coarse-anm-00243.dat             1.1        1.15      -0.631    8.03e-17        3.61      -0.111       0.235      -0.473        6.57       0.727       0.306       0.664       0.485        7.23        6.32         2.8        6.32         2.8       0.415       0.847       0.556       0.485       0.938
MA99BC-5-coarse-anm-00244.dat            1.82        1.11           0        0.14        4.31       -0.21        -1.1       0.363         5.9       0.843       0.422       0.796       0.422        8.65        4.74        4.34        4.73        4.39       0.687       0.933       0.779       0.705       0.954
MA99BC-5-coarse-anm-00246.dat           0.905       0.911      -0.115      -0.116        2.73      0.0799           0       0.202        6.36       0.761       0.331       0.683        0.42        5.48        3.34        2.14        3.34        2.14         0.5       0.885        0.63       0.548       0.935
MA99BC-5-coarse-anm-00247.dat            1.12       -0.93       0.118      -0.118        3.42       0.115     -0.0633       0.511        6.41       0.778       0.327       0.719       0.476        6.99        4.52        3.19        4.41        3.17       0.571       0.917       0.688       0.621       0.952
MA99BC-5-coarse-anm-00250.dat            1.93       -1.02       0.262      0.0662        4.76       0.884       0.831    7.43e-17        6.43         0.8       0.405       0.765       0.443        9.57        7.45         5.2        7.45         5.2       0.616       0.946       0.724       0.683       0.973
MA99BC-5-coarse-anm-00251.dat            1.12       -0.19         0.3       0.167        2.51      0.0387       0.061      -0.572        6.04       0.818       0.445       0.779       0.393        5.02        3.37        2.48        3.37        2.48       0.604       0.933       0.715       0.658       0.962
MA99BC-5-coarse-anm-00252.dat           0.958       0.264      -0.145      -0.098        2.99      -0.178    2.18e-17       -0.19        6.47       0.739       0.321       0.678       0.414        5.99        3.74        2.08        3.74        2.08        0.44       0.853       0.578        0.49       0.924
MA99BC-5-coarse-anm-00253.dat            1.66       0.926      -0.367        0.19        4.07      0.0158      -0.251      -0.267        5.95       0.833       0.407       0.795       0.445        8.19        6.09           4           6        4.01       0.572       0.927       0.689       0.636       0.963
