MA99BC-5-coarse-anm-00001.dat            2.83      -0.653       0.168       0.558        7.79       0.204      -0.433       -1.21        6.56       0.764       0.363       0.714       0.473        15.4          12        6.41          12        6.41       0.473       0.883       0.607       0.542       0.948
MA99BC-5-coarse-anm-00003.dat            3.28       0.764        -1.2       0.366        7.21      -0.449      -0.707       -0.16        6.02       0.824       0.456       0.798       0.448        14.4        11.6        10.2        11.6        10.2        0.79       0.983       0.855       0.837       0.991
MA99BC-5-coarse-anm-00004.dat            3.88       0.277           0     -0.0902        6.79      -0.624      -0.247      -0.172        5.59       0.881       0.572       0.867       0.431        13.4          11        10.1          11        10.1       0.832       0.988       0.884       0.872       0.993
MA99BC-5-coarse-anm-00005.dat            2.42        3.19           0       0.608        6.86      -0.036      -0.572       0.692        6.37       0.736       0.353       0.677       0.452        13.7        10.5        6.92        10.3        6.38       0.536       0.914        0.66       0.603       0.959
MA99BC-5-coarse-anm-00006.dat            3.22      -0.152       -0.11      -0.982        5.72     0.00269     -0.0427       0.108        5.57       0.873       0.562        0.86       0.437          11         9.6        9.57        9.42        9.91       0.974       0.996       0.983       0.978       0.998
MA99BC-5-coarse-anm-00007.dat            3.22       -1.19      -0.306      -0.155        8.69       0.692        1.09       0.246        6.28       0.773       0.371        0.72       0.422        17.4        9.72        9.58        9.72        9.58       0.737       0.943       0.816       0.752       0.962
MA99BC-5-coarse-anm-00008.dat            3.62        1.22       0.888       -1.25        8.08      -0.268       0.571       0.205        5.92       0.809       0.448        0.78       0.465        16.1        13.6        12.7        13.6        12.7       0.856       0.991       0.901       0.892       0.995
MA99BC-5-coarse-anm-00009.dat            3.59       0.913      -0.502      -0.199        6.42      -0.171       0.207      0.0511        5.67       0.872       0.559       0.852       0.478        12.8        10.4        10.7        10.4        10.7       0.926       0.993        0.95       0.942       0.996
MA99BC-5-coarse-anm-00010.dat            2.95       -1.49       0.818      -0.215        7.22      -0.907      -0.115        0.58         5.9       0.817       0.408       0.783       0.453        14.6        9.95        7.63        9.95        7.63       0.634       0.943       0.738       0.688       0.968
MA99BC-5-coarse-anm-00011.dat            2.94       -1.63       0.418       0.665        7.07      -0.314      -0.967    6.23e-17        5.81       0.842       0.416         0.8       0.478        13.9        9.71        7.63        9.71        7.63       0.656        0.95       0.755        0.71       0.972
MA99BC-5-coarse-anm-00012.dat            2.78       0.531       0.499    4.46e-17        7.43       0.169      -0.887      0.0568        6.03       0.838       0.374       0.803       0.448        14.9        8.86        5.92        8.86        5.92       0.516       0.891       0.643       0.561       0.936
MA99BC-5-coarse-anm-00013.dat            2.87      -0.399      -0.848      -0.059         7.8       -1.08      -0.426      -0.958        6.08       0.784       0.369       0.741       0.402        15.6        10.5        7.39        10.5        7.75       0.607       0.934       0.717       0.661       0.963
